scenario_id,current_cmd,next_cmd,bank_relation,burst_length,requested_gap_nck,ws_operand,data_rate_mbps,MR1.OP[4:0],MR1.OP[5],MR1.OP[6],MR11.OP[4],MR23.OP[0],MR23.OP[2],result_state,min_nck,max_nck,rule_id,warning_count,RL,WL,tWTR_S,tWTR_L,WR->RD min (diff BG),WR->RD min (same BG),tRTW
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,1,0,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,23,21,11,18,,,10
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,1,0,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,26,21,11,18,,,14
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,1,1,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,25,21,9,15,,,12
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,1,1,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,28,21,9,15,,,16
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,1,1,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,25,21,14,20,,,12
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4267.0,00110,1,1,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,28,21,14,20,,,16
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,0,0,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,26,14,8,15,,,20
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,0,0,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,29,14,8,15,,,24
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,0,0,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,26,14,13,20,,,20
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,0,0,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,29,14,13,20,,,24
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,0,1,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,28,14,10,17,,,22
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,0,1,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,32,14,10,17,,,26
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,0,1,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,28,14,15,22,,,22
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,0,1,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,32,14,15,22,,,26
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,1,0,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,26,24,8,15,,,10
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,1,0,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,29,24,8,15,,,14
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,1,0,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,26,24,13,20,,,10
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,1,0,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,29,24,13,20,,,14
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,1,1,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,28,24,10,17,,,12
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,1,1,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,32,24,10,17,,,16
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,1,1,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,28,24,15,22,,,12
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,4800.0,00111,1,1,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,32,24,15,22,,,16
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,5500.0,01000,0,0,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,30,16,9,17,,,24
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,5500.0,01000,0,0,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,33,16,9,17,,,26
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,5500.0,01000,0,0,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,30,16,15,22,,,24
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,5500.0,01000,0,0,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,33,16,15,22,,,26
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,5500.0,01000,0,1,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,32,16,12,20,,,26
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,5500.0,01000,0,1,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,36,16,12,20,,,30
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,5500.0,01000,0,1,0,1,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,32,16,17,25,,,26
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,5500.0,01000,0,1,0,1,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,36,16,17,25,,,30
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,5500.0,01000,1,0,0,0,0,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,30,28,9,17,,,12
ui_query,WR,RD,different_bank_different_bg,BL24,24,0,5500.0,01000,1,0,0,0,1,not_allowed_without_new_sync,,,T263_WR_TO_RD_DIFF,0,33,28,9,17,,,14
